Model,R2_log_Avg,R2_log_Std,MAE_log_Avg,MAE_log_Std,RMSE_log_Avg,RMSE_log_Std,MAPE_log_Avg,MAPE_log_Std,MAE_Orig_Avg,MAE_Orig_Std,RMSE_Orig_Avg,RMSE_Orig_Std,MAPE_Orig_Avg,MAPE_Orig_Std
SimpleNN,0.9996301352977752,6.176072715937059e-05,0.010923001542687416,0.0011795436534921828,0.019159357689282883,0.0015888653692922858,7.6936208456754684,1.9012859471802244,1.4784443707537735e-05,8.521930687277152e-06,5.5922236158379626e-05,3.1450349674065506e-05,144.53976784774744,10.892849559921155
