R2_log,MAE_log,RMSE_log,MAPE_log,MAE_Orig,RMSE_Orig,MAPE_Orig
0.9995855689048767,0.01113951113075018,0.020380629823568176,8.305442333221436,1.2960278033605255e-05,4.710164988569309e-05,160.10022766804877
