   Model R2_log_Avg R2_log_Std MAE_Orig_Avg MAE_Orig_Std RMSE_Orig_Avg RMSE_Orig_Std MAPE_Orig_Avg MAPE_Orig_Std
SimpleNN     0.9983     0.0001   2.2672e-05   7.2622e-06    8.2646e-05    2.7667e-05       19.0375        1.3151
