R2_log,MAE_log,RMSE_log,MAPE_log,MAE_Orig,RMSE_Orig,MAPE_Orig
0.9996820688247681,0.010991794057190418,0.01765955748821319,22.240449488162994,1.0285444331366904e-05,3.149870555628524e-05,132.0663519143571
