r2_log,mae_log,rmse_log,mape_log,mae_orig,rmse_orig,mape_orig
0.9995623826980591,0.010651715099811554,0.020941847209347296,14.001478254795074,1.2911685673823611e-05,4.528004807522078e-05,173.02246183216045
