Model,R2_log_Avg,R2_log_Std,MAE_Orig_Avg,MAE_Orig_Std,RMSE_Orig_Avg,RMSE_Orig_Std,MAPE_Orig_Avg,MAPE_Orig_Std
SimpleNN,9.98803085e-01,8.94719700e-05,1.79062055e-05,7.61309991e-06,6.49419585e-05,3.03511814e-05,1.49299043e+01,1.41572392e+00
